_id,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
972,GEDS-5SQS5N,Hyland House Food Service,6595 King George Blvd,Surrey,Restaurant,49.12268448,-122.84592438
973,ACAK-8T9NSX,KFC #1820/Taco Bell,13577 73rd Ave,Surrey,Restaurant,49.13524246,-122.84601593
974,GEDS-6N4UKL,Costco Wholesale (Surrey) Snack Bar,7423 King George Blvd,Surrey,Restaurant,49.13845062,-122.84597778
975,SHEN-A63QD6,Barcelos Flame Grilled Chicken (King George),7577 King George Blvd,Surrey,Restaurant,49.14042282,-122.84593964
976,ACAK-985LYR,Neptune Seafood Restaurant & Neptune Wonton Noodle,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
977,SHEN-A2FSZ2,Booster Juice #232,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
978,HCAR-BEJRCY,Big Orange (Central City),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
979,HCAR-BC9TWR,A&W #0735,10153 King George Hwy,Surrey,Restaurant,49.18592072,-122.84584808
980,RORS-64MN7M,Subway #27963,6468 King George Blvd,Surrey,Restaurant,49.12029648,-122.84518433
981,GEDS-775V2T,Tim Hortons #3083,7288 King George Blvd,Surrey,Restaurant,49.13492203,-122.84513855
982,GEDS-79JU38,Save On Foods #910 - Deli,7320 King George Blvd,Surrey,Restaurant,49.13512802,-122.84513855
983,HCAR-AW722C,Veneto's Cakes & Pastries,7380 King George Blvd,Surrey,Restaurant,49.13673782,-122.84520721
984,SYOG-5M5622,Real Canadian Superstore #1521 - Deli,7550 King George Blvd,Surrey,Restaurant,49.1396637,-122.84526062
985,A016716    ,Fresgo Inn,10102 King George Blvd,Surrey,Restaurant,49.18621826,-122.8451004
986,JDSO-AC4M2W,McDonald's Restaurant of Canada # 1196,10240 King George Blvd,Surrey,Restaurant,49.18861771,-122.84507751
987,SHEN-AGKN4N,Hot Pan Pizza,13634 104 Ave,Surrey,Restaurant,49.1914444,-122.84429169
988,MARO-B25NSM,Kyoto Sushi Japanese Restaurant,13651 72 Ave,Surrey,Restaurant,49.13373566,-122.8440094
989,HCAR-ASGSZD,Fraser Region Aboriginal Friendship Centre,10095 Whalley Blvd,Surrey,Restaurant,49.18594742,-122.84348297
990,GEDS-6TSR35,Scott Hill Pizza (137th St),7330 137 St,Surrey,Restaurant,49.13602448,-122.8425827
991,SHEN-AP8NDS,The Jin Sushi Japanese Restaurant,7360 137 St,Surrey,Restaurant,49.13640213,-122.84263611
992,A018909    ,North Surrey Minor Football Track Concession,13750 88 Ave,Surrey,Restaurant,49.1621666,-122.84241486
993,HCAR-B6VVH9,Surrey Memorial Hospital - Tim Horton's #8450,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
994,SHEN-BDJU3G,Freshii CC2,9639 137A St,Surrey,Restaurant,49.17801666,-122.84231567
995,JDSO-ADQPYF,Madras Club House,13737 72 Ave,Surrey,Restaurant,49.13374329,-122.84177399
996,HCAR-BHNPET,Captain's Oven Pizza,9637 137A St,Surrey,Restaurant,49.17761993,-122.84222412
997,HCAR-BJLQCW,Annie's Chinese Restaurant,10320 Whalley Blvd,Surrey,Restaurant,49.19005203,-122.84169006
998,SDFO-8JQQA2,Afghan Bakery and Fast Food,13748 104 Ave,Surrey,Restaurant,49.19140244,-122.84115601
999,GEDS-7X2MK9,Pacific Billiards and Snookers,13774 104 Ave,Surrey,Restaurant,49.19141006,-122.84064484
1000,HCAR-B7224Z,Udupi Palace Restaurant,13767 72 Ave,Surrey,Restaurant,49.13376236,-122.83986664
1001,HCAR-BLGQR2,Spice Villa,7115 138 St,Surrey,Restaurant,49.13203812,-122.83917999
1002,NDAA-8YSTH8,New Hollywood Cinema,7125 138 St,Surrey,Restaurant,49.13221741,-122.83916473
1003,GEDS-6BEQ5E,Little Caesars Pizza #456-003,7135 138 St,Surrey,Restaurant,49.13246536,-122.8391571
1004,HCAR-B9MQS9,King Do Restaurant,13922 104 Ave,Surrey,Restaurant,49.1913414,-122.8365097
1005,A014563    ,Westminster House Food Service,1653 140 St,Surrey,Restaurant,49.03243637,-122.83638763
1006,GEDS-68DU3X,Vedic Hindu Cultural Society,8321 140 St,Surrey,Restaurant,49.15294647,-122.83495331
1007,NDAA-A4NNSC,Circle K #11109,13983 16 Ave,Surrey,Restaurant,49.03139496,-122.83462524
1008,HCAR-BGUV24,Blenz Coffee Cafe,9750 140 St,Surrey,Restaurant,49.17972565,-122.83382416
1009,HCAR-BA9QLB,Belles Cafe,14007 32 Ave,Surrey,Restaurant,49.06040573,-122.83325195
1010,HCAR-BJ9NCE,Maria Sol Hospice 29 - Food Service,14129 Grosvenor Rd,Surrey,Restaurant,49.20719147,-122.83055115
1011,MARO-B3TM53,Lyra Lou Cakes,14370 64 Ave,Surrey,Restaurant,49.11891556,-122.82421875
1012,HCAR-BANTEG,Subkuchh Convenience Store,14390 64 Ave,Surrey,Restaurant,49.11849594,-122.8237915
1013,A013627    ,Cedar Grove Child Development Centre Food Service,10330 144 St,Surrey,Restaurant,49.19047546,-122.82282257
1014,JDSO-ACAMN8,McDonald's #22357,14476 104 Ave,Surrey,Restaurant,49.1913147,-122.82080078
1015,A013869    ,Growing Together Day Care - Food Service,10707 146 St,Surrey,Restaurant,49.19694901,-122.81782532
1016,SHEN-9X3LYQ,WRSSBA (White Rock South Surrey Baseball Association) Concessio,14600 20 Ave,Surrey,Restaurant,49.03803253,-122.8159256
1017,GEDS-6XZP8T,Song Huong Vietnamese Restaurant,14667 108 Ave,Surrey,Restaurant,49.19887924,-122.81590271
1018,SHEN-9SZRRW,Rotary Field House,2197 148 St,Surrey,Restaurant,49.0403862,-122.81508636
1019,SWOD-AHZUMF,Lee Yuen Seafood Restaurant,14755 104 Ave,Surrey,Restaurant,49.19166946,-122.81369019
1020,SHEN-ABMTMD,Viet City Restaurant,14779 108 Ave,Surrey,Restaurant,49.19889069,-122.81326294
1021,GEDS-6Y2SA8,Man Seng Kitchen,14770 108A Ave,Surrey,Restaurant,49.19952774,-122.81343842
1022,HCAR-BJTPH5,Gangnam Sikdang,14787 108 Ave,Surrey,Restaurant,49.19888306,-122.81300354
1023,A019660    ,Panago #07,14851 108 Ave,Surrey,Restaurant,49.19943619,-122.81019592
1024,NDAA-93ES27,Townhall Public House South Surrey,3140 King George Blvd,Surrey,Restaurant,49.05918503,-122.80989838
1025,GEDS-6DSQ6B,Sabai Thai Restaurant,10391 150 St,Surrey,Restaurant,49.19105911,-122.806633
1026,ACAK-9BETLP,Subway (Guildford Mall),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1027,SHEN-A7GQWB,Saint Germain Bakery,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1028,SPLH-9CWVB6,Freshslice Pizza (152nd St Surrey),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1029,NDAA-9BFS8W,Starbucks Coffee #19771,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1030,SPLH-9LFPJW,OPA! of Greece,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1031,HCAR-AW6UF4,CoCo Fresh Tea & Juice,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1032,NDAA-9RTTCV,Milestones Restaurants,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1033,SHEN-A7LVFF,Chipotle Mexican Grill,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1034,NDAA-9NKTFG,Kernels,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1035,GEDS-6A5PPP,Milestone's (South Point),3085 152 St,Surrey,Restaurant,49.05783463,-122.80213165
1036,NDAA-ANGQWK,Wendy's #19,3077 152 St,Surrey,Restaurant,49.05767822,-122.80210876
1037,GEDS-69PR95,Keg Steakhouse & Bar #131,15180 32 Ave,Surrey,Restaurant,49.06140137,-122.80214691
1038,NDAA-A4FVF4,Menchie's #633,15146 100 Ave,Surrey,Restaurant,49.18396759,-122.80224609
1039,NDAA-9RNU4U,Seoul Grill House,15155 101 Ave,Surrey,Restaurant,49.18629837,-122.80223083
1040,A019397    ,Save On Foods #2235 - Kitchen,1641 152 St,Surrey,Restaurant,49.03252411,-122.80168915
1041,SHEN-B55NWZ,COBS Bread (Semiahmoo),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
1042,GEDS-7E5PUV,Subway #10452,1797 152 St,Surrey,Restaurant,49.03448105,-122.8014679
1043,A017345    ,Danica's Bistro,1959 152 St,Surrey,Restaurant,49.03727341,-122.8014679
1044,HCAR-BGSPHD,Pizza Pizza (152nd St),5717 152 St,Surrey,Restaurant,49.10654449,-122.80143738
1045,GEDS-7XGUJU,Time Out - California Gourmet Pizza,6351 152 St,Surrey,Restaurant,49.11798096,-122.80127716
1046,A019772    ,Eagle Quest Golf Centers Main Banquet Kitchen,7778 152 St,Surrey,Restaurant,49.14390564,-122.80072021
1047,A017915    ,Starbucks Coffee #175,8898 152 St,Surrey,Restaurant,49.16465759,-122.80117035
1048,ACAK-8VATBP,Dairy Queen #27172,9110 152 St,Surrey,Restaurant,49.16855621,-122.80107117
1049,SYOG-5M58ZM,Johnston Heights Church,9612 152 St,Surrey,Restaurant,49.17741394,-122.8007431
1050,HCAR-BDGRHU,Bubble Tea Share Tea,9965 152 St,Surrey,Restaurant,49.18379211,-122.80126953
1051,SPLH-9NKPBX,Palmyra Mediterranean Grill,10020 152 St,Surrey,Restaurant,49.18460083,-122.80059814
1052,SHEN-A47S4X,Maguro Japanese Restaurant,10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
1053,GEDS-6Q4UFR,White Spot #629,10181 152 St,Surrey,Restaurant,49.18706512,-122.80131531
1054,SWOD-AF3QQF,Ay Chihuahua Mexican Food,1726 152 St,Surrey,Restaurant,49.03329849,-122.80093384
1055,NDAA-9KDS9C,Branch 8 Canteen,2290 152 St,Surrey,Restaurant,49.04346848,-122.8009491
1056,HCAR-B83S78,Pizza Pizza #551,2370 152 St,Surrey,Restaurant,49.04507446,-122.80095673
1057,NDAA-9S2VV2,Hanaya Japanese Restaurant,2828 152 St,Surrey,Restaurant,49.0532608,-122.80090332
1058,SHEN-BCSM8W,Nando's Chicken (White Rock),3010 152 St,Surrey,Restaurant,49.05677414,-122.80092621
1059,GEDS-85UR69,Big Ridge Brewing Company,5580 152 St,Surrey,Restaurant,49.10381699,-122.80067444
1060,SPLH-ASUNJH,Relate Church,6788 152 St,Surrey,Restaurant,49.12579727,-122.80067444
1061,GEDS-76HV2F,Gurdwara Dukh Nivaran Sahib Society,15255 68 Ave,Surrey,Restaurant,49.12656403,-122.79989624
1062,GEDS-642SW4,Pearl Fever (Surrey),10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
1063,SPLH-AZ8NW8,Mindful Juice Bar,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
1064,HCAR-BJKP2Z,Super Vege Pizza (Unit 117),15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
1065,A017919    ,Little Caesars Pizza #456-006,8888 152A St,Surrey,Restaurant,49.16418076,-122.79941559
1066,SPLH-ARLUG4,Lazeez Pizza,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
1067,SHEN-AP8QAU,Coffee Monster,15285 101 Ave,Surrey,Restaurant,49.18638611,-122.79867554
1068,ACAK-8HLT5U,Semiahmoo House Society,15306 24 Ave,Surrey,Restaurant,49.04543686,-122.79802704
1069,ACAK-9CAMG4,Safeway #4914 - China Kitchen,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
1070,HCAR-BDQT2A,Quesada #188,5577 153A St,Surrey,Restaurant,49.10347366,-122.79729462
1071,HCAR-BN2NYF,Hangry Health Bar,15380 102A Ave,Surrey,Restaurant,49.18859323,-122.79625235
1072,HHIN-BD2Q4V,Garcha Bros Meat Shop and Poultry,15428 Fraser Hwy,Surrey,Restaurant,49.16326523,-122.79471588
1073,GEDS-7D3TRN,Golden Lion Restaurant,2377 King George Blvd,Surrey,Restaurant,49.04494858,-122.79332733
1074,SHEN-B7BQC5,Best Western Peace Arch Inn,2293 King George Blvd,Surrey,Restaurant,49.04345703,-122.79142761
1075,GEDS-7BLPWS,Bucky's West Coast Pizzeria,15562 24 Ave,Surrey,Restaurant,49.04542542,-122.79137421
1076,SHEN-A3BV36,Menchies Frozen Yogurt - Morgan Crossing,15775 Croydon Dr,Surrey,Restaurant,49.04768753,-122.78492737
1077,SHEN-B23UYW,Menzou Ramen,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
1078,HCAR-ATHUTY,Noodlebox,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
1079,NDAA-9HDSBY,Famoso Neapolitan,15865 Croydon Dr,Surrey,Restaurant,49.04587173,-122.78246307
1080,GEDS-7CVR6H,CareLife Fleetwood - Food Service,8265 159 St,Surrey,Restaurant,49.15269089,-122.78202057
1081,GEDS-6E3SXC,Tobiko Sushi,15951 Fraser Hwy,Surrey,Restaurant,49.15815735,-122.78025055
1082,GEDS-6U4QJY,Pizza Hut #31122,15951 Fraser Hwy,Surrey,Restaurant,49.15815735,-122.78025055
1083,A016730    ,North Surrey Secondary School Cafeteria,15945 96 Ave,Surrey,Restaurant,49.1770668,-122.7803421
1084,GEDS-7LLUH7,McJac's Roadhouse Grille Restaurant,1781 King George Blvd,Surrey,Restaurant,49.03425598,-122.78005219
1085,A017335    ,A&W #0348,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
1086,SPLH-9KKLS7,Salty's Fish And Chips,15953 Fraser Hwy,Surrey,Restaurant,49.1587944,-122.78014374
1087,SHEN-9ZWSSQ,Bakeshop and Cafe,16011 Fraser Hwy,Surrey,Restaurant,49.15740967,-122.77842712
1088,MARO-AWVUPN,Crispy Falafel,16050 24 Ave,Surrey,Restaurant,49.04470444,-122.77767944
1089,HCAR-B7YPEQ,Papa Joe's Pizza,16055 Fraser Hwy,Surrey,Restaurant,49.15694046,-122.77709961
1090,GEDS-6JTQZT,Baselines Pub,8233 166 St,Surrey,Restaurant,49.15164185,-122.76197052
1091,A018273    ,Northview Golf & Country Club (Kitchen/Duffey's Sports Grill),6857 168 St,Surrey,Restaurant,49.12596512,-122.75822449
1092,GEDS-7ZPMT4,Otter Gas Bar @ Surrey,16788 104 Ave,Surrey,Restaurant,49.19146729,-122.75688934
1093,SHEN-A76R64,Fraserview Meats,6377 168 St,Surrey,Restaurant,49.11811066,-122.75689697
1094,SYOG-5M55QD,Cloverdale Minor Baseball Association Concession,17333 61A Ave,Surrey,Restaurant,49.11375049,-122.74210265
1095,SHEN-9W7N2C,Charcoal & Woodz,17530 64 Ave,Surrey,Restaurant,49.11854172,-122.73720551
1096,HCAR-B3WMVR,Pizza Boss,5775 176 St,Surrey,Restaurant,49.10733795,-122.73518372
1097,A017608    ,Nikko Sushi (Cloverdale),5676 176 St,Surrey,Restaurant,49.10555267,-122.7347641
1098,NDAA-8ZRP23,The Henry Public House,5708 176 St,Surrey,Restaurant,49.10625076,-122.73474884
1099,GEDS-7NJ23W,Umami Sushi,17725 64 Ave,Surrey,Restaurant,49.11896133,-122.73213959
1100,SCOH-AVBP5R,Bill Reid Place,17752 Colebrook Rd,Surrey,Restaurant,49.09910202,-122.73046112
1101,HCAR-B6KN9C,Sugar Patisserie,17767 64 Ave,Surrey,Restaurant,49.11898422,-122.73023987
1102,ACAK-96MQ4H,Dragon Lounge,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
1103,NDAA-9H4SAQ,Sharondale Lodge,17826 57 Ave,Surrey,Restaurant,49.10591507,-122.7287674
1104,NDAA-AN9QXE,Wendy's #25,17911 56 Ave,Surrey,Restaurant,49.10441208,-122.72669983
1105,A018910    ,Hazelmere Golf & Tennis Club Main Dining Room,18150 8 Ave,Surrey,Restaurant,49.01621628,-122.71914673
1106,GEDS-738QQL,Newton Pizza (64th Ave),18408 64 Ave,Surrey,Restaurant,49.11859131,-122.71199036
1107,GEDS-6NLNUT,Starbucks Coffee #4620,18737 Fraser Hwy,Surrey,Restaurant,49.1246376,-122.70301819
1108,SDFO-88VM3L,COBS Bread (Fraser Hwy),18775 Fraser Hwy,Surrey,Restaurant,49.12479401,-122.70209503
1109,A017685    ,Clayton Heights Secondary School Cafeteria,7003 188 St,Surrey,Restaurant,49.12921524,-122.70191193
1110,SPLH-9KKPBC,Little Greek Restaurant,19110 96 Ave,Surrey,Restaurant,49.17682648,-122.6931839
1111,NDAA-9GVU9Z,Kalamaki Greek Grill,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
1112,MARO-AZHTMX,Hugo's Mexican Kitchen,19181 Fraser Hwy,Surrey,Restaurant,49.11938095,-122.69120789
1113,NDAA-9NUPG4,Subway Sandwiches,19186 96 Ave,Surrey,Restaurant,49.1768074,-122.69107056
1114,SHEN-A7GQGT,Tomu Sushi,9613 192 St,Surrey,Restaurant,49.17736053,-122.6907196
1115,HCAR-BK2RDU,Snack Stop & Convenience Store,9613 192 St,Surrey,Restaurant,49.17736053,-122.6907196
1116,HCAR-BLHNUB,Yakko Sushi,19537 Fraser Hwy,Surrey,Restaurant,49.11499575,-122.68167777
1117,GEDS-7VFVD6,Brookside Lodge,19550 Fraser Hwy,Surrey,Restaurant,49.11413956,-122.68094635
1118,HCAR-BGET7R,Agoongyi Korean Restaurant,19555 Fraser Hwy,Surrey,Restaurant,49.11473846,-122.6811142
1119,GEDS-6RUV4W,Mongolie Grill,19583 Fraser Hwy,Surrey,Restaurant,49.11431503,-122.68019867
1120,SHEN-A79US9,Spice of Punjab Sweets & Restaurant,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
1121,GEDS-65GQZK,Superior Produce,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
1122,NDAA-BCKQA9,Krishna's Dosa Palace,7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
1123,SYOG-5M5942,7-Eleven #26365,7986 120 St,Surrey,Restaurant,49.14818954,-122.89022064
1124,JDSO-ADSL2J,Miyagi Japanese Restaurant,8556 120 St,Surrey,Restaurant,49.15831757,-122.89006805
1125,GEDS-75NVFM,Krishnas Dosa Grill,8910 120 St,Surrey,Restaurant,49.1651535,-122.89006805
1126,KSMH-ATMS8A,Rana Catering,8910 120 St,Surrey,Restaurant,49.1651535,-122.89006805
1127,NDAA-8RNNVR,555 Pizza Ltd,9192 120 St,Surrey,Restaurant,49.17027283,-122.88998413
1128,HCAR-BHDPQM,Mac's Convenience Store #11020,9194 120 St,Surrey,Restaurant,49.17032242,-122.8899765
1129,GEDS-6ZBMVJ,Mahek Restaurant & Lounge,9470 120 St,Surrey,Restaurant,49.17490387,-122.88991547
1130,PNEL-8Q9REB,Burger King #18332,10355 120 St,Surrey,Restaurant,49.19095612,-122.8907547
1131,SHEN-AMTPVU,Starbucks Coffee #29383,10385 120 St,Surrey,Restaurant,49.19157791,-122.89069366
1132,NDAA-9QCMD8,Flex Fitness Club,7130 120 St,Surrey,Restaurant,49.13256454,-122.88946533
1133,SHEN-AJDQCL,One More Thai Restaurant,7158 120 St,Surrey,Restaurant,49.13337326,-122.8899231
1134,MARO-B3LULE,Zaiqa Halal BBQ Restaurant,9450 120 St,Surrey,Restaurant,49.17459869,-122.88900757
1135,HCAR-ATHRE5,Domino's Pizza #10063,9450 120 St,Surrey,Restaurant,49.17459869,-122.88900757
1136,NDAA-9C5SN9,Pizza Plus 96,12050 96 Ave,Surrey,Restaurant,49.17699814,-122.88746643
1137,SODN-65HTBW,Tim Hortons #2656,12110 Nordel Way,Surrey,Restaurant,49.16168976,-122.88694
1138,HCAR-BCZV29,Cotto Al Mare,2728 O'Hara Lane,Surrey,Restaurant,49.05250931,-122.88487244
1139,A013615    ,Alexandra Neighbourhood House (Main Dining Hall),2916 McBride Ave,Surrey,Restaurant,49.05540466,-122.8850708
1140,GEDS-6L7TYA,Sunflower Organics & Deli,12310 Beecher St,Surrey,Restaurant,49.05290222,-122.88077545
1141,SPLH-9SZU57,Aria Banquet & Convention Centre,12350 Pattullo Pl,Surrey,Restaurant,49.20319748,-122.88030243
1142,SHEN-ABMQBQ,Kairali Village Restaurant,12414 82 Ave,Surrey,Restaurant,49.15186691,-122.87853241
1143,GEDS-6MNMCW,Kamal Sweets & Tandoori Hut,6977 128 St,Surrey,Restaurant,49.12968445,-122.86806488
1144,PNEL-8RHMJZ,La Tandoori Pick & Go Restaurant,7743 128 St,Surrey,Restaurant,49.14345932,-122.86817169
1145,SHEN-AP5SUE,Vegetarian Delite Bakery (Surrey),8078 128 St,Surrey,Restaurant,49.1493454,-122.86766052
1146,A017303    ,Subway #13542,1623 128 St,Surrey,Restaurant,49.03162766,-122.86772156
1147,JCOE-67H9A4,Royal Canadian Legion Branch #240,2643 128 St,Surrey,Restaurant,49.05052948,-122.86760712
1148,GEDS-68RU3A,Dhaliwal Banquet Hall,8166 128 St,Surrey,Restaurant,49.15130615,-122.86739349
1149,HCAR-BVNNEX,Donair Dude (Surrey),12830 96th Ave,Surrey,Restaurant,49.17696905,-122.86709444
1150,A020053    ,Kid's Play Daycare Centre Food Service,12819 Old Yale Rd,Surrey,Restaurant,49.19765472,-122.86695862
1151,SDFO-8HKP7E,Pattullo A&W,12808 King George Blvd,Surrey,Restaurant,49.20610809,-122.86680603
1152,SHEN-AZ7U52,COBS Bread (16th Ave),12857 16 Ave,Surrey,Restaurant,49.03150558,-122.86585236
1153,A019243    ,McDonald's #8249,12930 96 Ave,Surrey,Restaurant,49.17695618,-122.86463165
1154,NDAA-9P3PZH,Riverside Signature Banquet Hall,13030 76 Ave,Surrey,Restaurant,49.14081573,-122.86117554
1155,HCAR-BFVTU5,Tiny Wings Children's Centre - Food Service,13047 24 Ave,Surrey,Restaurant,49.04592896,-122.8605957
1156,JDSO-ACGS7Y,Ocean Park Pizza,13186 104 Ave,Surrey,Restaurant,49.19151306,-122.85719299
1157,GEDS-6TEV3Q,Panorama Ridge Secondary School Food Service,13220 64 Ave,Surrey,Restaurant,49.11878967,-122.8549881
1158,JDSO-AC4SZY,Freshslice Pizza,10777 University Dr,Surrey,Restaurant,49.19836044,-122.85109711
1159,HCAR-B6J27A,Steve Cobon Building (Site #3),13455 107A Ave,Surrey,Restaurant,49.19756699,-122.84953308
1160,RORS-5UYPM9,Elgin Park Secondary School Cafeteria,13484 24 Ave,Surrey,Restaurant,49.0455513,-122.84858704
1161,GEDS-6M4MKD,Sub Garden #1,13482 72 Ave,Surrey,Restaurant,49.13339233,-122.84889221
1162,NDAA-AC3N6U,Pop Up Soup Kitchen,13483 72 Ave,Surrey,Restaurant,49.13375473,-122.84889221
1163,HCAR-BGMQU2,Next Level Fitness,13569 76 Ave,Surrey,Restaurant,49.1409874,-122.8470459
1164,GEDS-7V3QCJ,Price Pro - Deli,6899 King George Blvd,Surrey,Restaurant,49.1280365,-122.84596252
1165,HCAR-BEFQ6Q,QianDao,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
1166,GEDS-6NLQMW,T&T Supermarket #13 - Hot Deli Section,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
1167,GEDS-6NLQRN,T&T Supermarket #13 - Sushi Section,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
1168,ACAK-8UASYF,D-Plus Pizza (King George Blvd),10207 King George Blvd,Surrey,Restaurant,49.1879921,-122.84606171
1169,SWOD-A45NPC,Mahaveer Chef's Choice,10227 King George Blvd,Surrey,Restaurant,49.18849945,-122.84571075
1170,ACAK-9CALNC,Safeway #4900 - Starbucks Coffee,10355 King George Blvd,Surrey,Restaurant,49.1907196,-122.84580231
1171,GEDS-7A2PK4,Taste of Africa,10663 King George Blvd,Surrey,Restaurant,49.19643402,-122.8455658
1172,NDAA-9B3TGR,Pacific Kabab Hut & Catering,10731 King George Blvd,Surrey,Restaurant,49.19765472,-122.84570313
1173,SHEN-BCSV32,Royal Canadian Legion Branch #229 (King George Blvd),10767 King George Blvd,Surrey,Restaurant,49.19833755,-122.84600067
1174,SWOD-AHGRV8,Red Rose Restaurant,6914 King George Blvd,Surrey,Restaurant,49.12821579,-122.84516907
1175,HCAR-B9QS7W,Peaceful Restaurant,7320 King George Blvd,Surrey,Restaurant,49.13512802,-122.84513855
1176,A017856    ,Subway #22635,7550 King George Blvd,Surrey,Restaurant,49.1396637,-122.84526062
1177,SDFO-8BWQEE,Vlassis Souvlaki & Greek Taverna,10028 King George Blvd,Surrey,Restaurant,49.18496704,-122.8449707
1178,HCAR-BRZN5A,Chic Chic Chicken,13647 72nd Ave,Surrey,Restaurant,49.13373657,-122.84420289
1179,SPLH-ASQPK5,What The Pho,13655 72 Ave,Surrey,Restaurant,49.13373947,-122.84391785
1180,JDSO-ACPLHD,Taste Of Punjab Restaurant,10009 Whalley Blvd,Surrey,Restaurant,49.1848526,-122.84347534
1181,SWOD-AKEM7K,BBQ Nation,7238 137 St,Surrey,Restaurant,49.13453293,-122.84261322
1182,HHIN-BE4R69,Bear Creek Park Train & Mini Golf,13750 88 Ave,Surrey,Restaurant,49.1621666,-122.84241486
1183,HCAR-BJASBB,Sub and Me,13744 104 Ave,Surrey,Restaurant,49.19140244,-122.84126282
1184,SWOD-AFPRZP,Subway #7752,13745 72 Ave,Surrey,Restaurant,49.13376617,-122.84112549
1185,GEDS-6HJTPV,Bhaia Sweet & Restaurant,13753 72 Ave,Surrey,Restaurant,49.13376999,-122.8405838
1186,ACAK-9BEQ5F,Go Bananas/Funky Monkey Playcenter (Surrey),13853 104 Ave,Surrey,Restaurant,49.1917038,-122.8380661
1187,SYOG-5M5624,Bear Creek Market,8776 140 St,Surrey,Restaurant,49.16246033,-122.83440399
1188,NDAA-92XPX8,Green Timbers Market (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966843,-122.82991791
1189,SHEN-ANSLB4,Top In Town Pizza,14330 64 Ave,Surrey,Restaurant,49.1185112,-122.8252182
1190,JDSO-AD4M9J,Donair Affair,14350 64 Ave,Surrey,Restaurant,49.11891937,-122.82463074
1191,SPLH-9NEUHG,Zugba Flame Grilled Chicken,14351 104 Ave,Surrey,Restaurant,49.19172668,-122.8241806
1192,NDAA-948T7W,Four Seasons,14351 104 Ave,Surrey,Restaurant,49.19172668,-122.8241806
1193,SWOD-AHBPCH,Dawood's Meat & Pizzaria,14620 64 Ave,Surrey,Restaurant,49.118927,-122.81710052
1194,HCAR-BEFPJF,Softball City - Bullpen,2201 148 St,Surrey,Restaurant,49.04327393,-122.81479645
1195,SHEN-AZ7P7E,Gateway Pizza & Curry House,9183 148 St,Surrey,Restaurant,49.16994095,-122.8125
1196,GEDS-6ZXNY3,Subway #17012,14806 108 Ave,Surrey,Restaurant,49.19856644,-122.81211853
1197,SYOG-5M59T6,Guildford Gardens Daycare,14921 107A Ave,Surrey,Restaurant,49.198326109999996,-122.80867767
1198,NDAA-9GUMV3,Sportica's Excellent Ice - On Ice Grill,15000 54A Ave,Surrey,Restaurant,49.10157776,-122.80802155
1199,GEDS-6KQRZZ,Akasaka Japanese Restaurant (Surrey),15110 101 Ave,Surrey,Restaurant,49.18597031,-122.80339813
1200,NDAA-9C3S9V,Thai Express,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1201,NDAA-8PYQHK,Subway #52889,15122 72 Ave,Surrey,Restaurant,49.1335144,-122.8026123
1202,NDAA-9R9MQD,Scott Hill Pizza,15154 Fraser Hwy,Surrey,Restaurant,49.16640091,-122.80266571
1203,GEDS-68TMHX,M Bar,10680 151A St,Surrey,Restaurant,49.19631195,-122.8024292
1204,MARO-AZFTJ5,Freshslice Pizza (152nd St),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
