_id,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
498,HCAR-BANTTS,Sushi Mori Japanese Restaurant (South Surrey),15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
499,NDAA-8ZMPNB,Pho Sunrise Vietnamese Cuisine,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
500,SWOD-AFXQQ6,The Whole Bowl Health Bar,15345 56 Ave,Surrey,Restaurant,49.10525513,-122.79768372
501,HCAR-BHNP4F,Pacific Carlton - Food Service,15366 17 Ave,Surrey,Restaurant,49.03276443,-122.79637146
502,PNEL-8QMN5H,Sushi Train Restaurant,15380 102A Ave,Surrey,Restaurant,49.18859482,-122.79624939
503,SPLH-987TB4,Crispy Falafel (Surrey),2408 King George Blvd,Surrey,Restaurant,49.04586792,-122.79332733
504,SHEN-A7GRE8,The Carvery,2430 King George Blvd,Surrey,Restaurant,49.04649353,-122.79410553
505,A019968    ,Asia Restaurant,15551 Fraser Hwy,Surrey,Restaurant,49.16241837,-122.79125977
506,GEDS-82CUR9,Thrifty Foods #9472 - Deli & Cheese Section,15745 Croydon Dr,Surrey,Restaurant,49.04809189,-122.78588104
507,SHEN-9T5QBB,Citrus Bar & Grill,10410 158 St,Surrey,Restaurant,49.19205093,-122.78391266
508,GEDS-6SAQMH,Holiday Inn Express Surrey - Breakfast Area,15808 104 Ave,Surrey,Restaurant,49.19136429,-122.7833786
509,SHEN-B55PW9,Goru Goru,15930 Fraser Hwy,Surrey,Restaurant,49.15706635,-122.78188324
510,GEDS-7HQPTW,Tim Hortons #3225,2355 160 St,Surrey,Restaurant,49.04439163,-122.78143311
511,GEDS-7LM26E,Subway #42292,2285 160 St,Surrey,Restaurant,49.04321289,-122.78006744
512,GEDS-85ZPJW,The Residence at Morgan Heights - Bistro,15955 27 Ave,Surrey,Restaurant,49.05117798,-122.77987671
513,GEDS-6HLMTJ,Asian Noodle Island,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
514,JDSO-ACHLL4,Saini Sweets & Restaurant,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
515,HCAR-BS6NBX,The Great Indian Cuisine,15953 Fraser Hwy,Surrey,Restaurant,49.15879416,-122.78014591
516,A018926    ,Helping Hands Children's Centre Food Service,9012 160 St,Surrey,Restaurant,49.16698456,-122.77852631
517,GEDS-82XN83,Parkland Fellowship,9574 160 St,Surrey,Restaurant,49.17636871,-122.77856445
518,SHEN-A6LRKW,A&W Restaurant #0767,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
519,HCAR-ASJM82,Afghan Kitchen,16120 24 Ave,Surrey,Restaurant,49.04472351,-122.77613831
520,HCAR-AW9VDF,Blenz Coffee,16855 24 Ave,Surrey,Restaurant,49.04596329,-122.75524139
521,ACAK-8VPPA4,Quiznos Classic Subs #12964,17455 No 10 Hwy,Surrey,Restaurant,49.10436862,-122.73959754
522,NDAA-9H7NFY,Hawthorne Beer Market & Bistro,5633 176 St,Surrey,Restaurant,49.10484314,-122.73519897
523,PGOO-69BTQX,Ken's Cafe,5695 176 St,Surrey,Restaurant,49.10577011,-122.7352066
524,HCAR-BJCUNS,Coast & Country Diner,17608 56 Ave,Surrey,Restaurant,49.10399246,-122.73468018
525,PNEL-8QKN5F,Canuel Caterers - Stetson Bowl,6050A 176 St,Surrey,Restaurant,49.11225891,-122.73472595
526,GEDS-6LD2F9,Honeybee Centre - Kitchen,7480 176 St,Surrey,Restaurant,49.13885498,-122.73415375
527,A017403    ,Subway #10985,17700 56 Ave,Surrey,Restaurant,49.10389709,-122.73266602
528,NDAA-92VQNS,Pizza Hut #31146,17700 Hwy 10,Surrey,Restaurant,49.1038986,-122.73266352
529,SHEN-A2FL98,King Tut's Donair and Pizza,5691 177B St,Surrey,Restaurant,49.10579681,-122.73053741
530,A017781    ,Elements Casino - Homestretch,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
531,SDFO-896MB7,Contracted Food Service Provider,5500 180 St,Surrey,Restaurant,49.10172272,-122.72354126
532,A018954    ,Hazelmere Golf & Tennis Club Lounge/Kitchen,18150 8 Ave,Surrey,Restaurant,49.01621628,-122.71914673
533,A017390    ,Clover Hill Market,5996 184 St,Surrey,Restaurant,49.11122513,-122.71237183
534,HCAR-B3ARDF,Wuyang Kitchen,18640 Fraser Hwy,Surrey,Restaurant,49.12546158,-122.70609283
535,KSMH-ASMT2M,Port Kells Nurseries,18730 88 Ave,Surrey,Restaurant,49.16254044,-122.7035675
536,GEDS-6XLQY8,Dublin Crossing Irish Pub,18789 Fraser Hwy,Surrey,Restaurant,49.12428665,-122.70225525
537,SPLH-AS8TP6,Nielsen's Your Independent Grocer - Deli,18765 Fraser Hwy,Surrey,Restaurant,49.12528992,-122.70236206
538,HCAR-B55RB5,Clayton Gate Pizza,6820 188 St,Surrey,Restaurant,49.12660599,-122.70143127
539,HCAR-BA9R6L,The Bean Factory,18812 96 Ave,Surrey,Restaurant,49.17684555,-122.70088959
540,NDAA-93UU5A,Tim Hortons #4510,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
541,SWOD-AJP25M,Pizza Hut #R39801,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
542,SHEN-A3NLE3,One Up Cafe,2755 192 St,Surrey,Restaurant,49.05247498,-122.69181824
543,SPLH-A9VMPY,Tim Hortons #6270,19171 Fraser Hwy,Surrey,Restaurant,49.11948395,-122.6914978
544,A018392    ,Port Kells Cafe,9531 192 St,Surrey,Restaurant,49.17562866,-122.69084167
545,HCAR-AU7R9T,Miltomates,9613 192 St,Surrey,Restaurant,49.17736053,-122.6907196
546,MARO-AWUQ2U,D-Plus Pizza (192nd St),7228 192 St,Surrey,Restaurant,49.13415527,-122.69047546
547,A019048    ,Samz Neighborhood Pub,19580 56 Ave,Surrey,Restaurant,49.10422134,-122.68049622
548,SHEN-AP8PBW,H-Mart Hot Food,19555 Fraser Hwy,Surrey,Restaurant,49.11473846,-122.6811142
549,SHEN-9QASUV,Pearl Fever Tea House,7310 120 St,Surrey,Restaurant,49.13578796,-122.89000702
550,A019941    ,De Dutch Pannekoek House #25,7310 120 St,Surrey,Restaurant,49.13578796,-122.89000702
551,RORS-5Y9NE5,Tim Hortons #458,8080 120 St,Surrey,Restaurant,49.15013504,-122.89001465
552,A018356    ,IHOP #312,8170 120 St,Surrey,Restaurant,49.15202332,-122.89007568
553,A019244    ,Kam Wah Restaurant,9340 120 St,Surrey,Restaurant,49.17281723,-122.8899231
554,SHEN-A3NP96,New Asian Spice,9436 120 St,Surrey,Restaurant,49.174366,-122.88994598
555,HCAR-BGKUB2,Taste of Lahore Restaurant & Sweets,9526 120 St,Surrey,Restaurant,49.17621231,-122.88986969
556,PNEL-8QX26S,Quiznos Sub #7277,10355 120 St,Surrey,Restaurant,49.19095612,-122.8907547
557,GEDS-7HVTQV,Tim Hortons #3226,6422 120 St,Surrey,Restaurant,49.11967468,-122.88996124
558,SWOD-AHYRYX,Quizno's Classic Subs #671,12077 72 Ave,Surrey,Restaurant,49.13428497,-122.88837433
559,MARO-B39UC5,Desh Punjab Sweets & Restaurant,12047 80 Ave,Surrey,Restaurant,49.14874268,-122.88873291
560,SHEN-9SSP8G,Donair Affair,12080 Nordel Way,Surrey,Restaurant,49.16109848,-122.88860321
561,GEDS-83VU7U,Crown Palace Banquet Hall,12025 Nordel Way,Surrey,Restaurant,49.16237259,-122.88889313
562,GEDS-6FCSSR,Martino's Cappuccino and Coffee Bar,12211 Beecher St,Surrey,Restaurant,49.05259323,-122.88368225
563,SPLH-AAATM9,Lighthouse Fresh & Tasty (88th Ave Surrey),12499 88 Ave,Surrey,Restaurant,49.16335678,-122.87666321
564,A016603    ,Crescent Beach Yacht Club,12555 Crescent Rd,Surrey,Restaurant,49.05628586,-122.87133026
565,A019805    ,Dhaliwal Sweets Ltd,8430 128 St,Surrey,Restaurant,49.15584183,-122.86769867
566,NDAA-8WPTK6,Venetis Pizza,9591 128 St,Surrey,Restaurant,49.1766243,-122.86824799
567,GEDS-65GNXR,Lighthouse Fish & Chips,9631 128 St,Surrey,Restaurant,49.17753983,-122.8680954
568,SHEN-BCSQS2,Le Jardin Restaurant,1677 128 St,Surrey,Restaurant,49.03285599,-122.86779785
569,A018064    ,Newton Pizza,6828 128 St,Surrey,Restaurant,49.12696075,-122.86753082
570,SDFO-88QSPT,Ocean Park Pizza (72nd Ave),12818 72 Ave,Surrey,Restaurant,49.13371277,-122.86737823
571,HCAR-BLGP6A,Billy's Pizza & Curry House,8140 128 St,Surrey,Restaurant,49.15063477,-122.86732483
572,A014053    ,Little Caesars Pizza #456-004,12830 96 Ave,Surrey,Restaurant,49.17696762,-122.86709595
573,GEDS-6NKTCW,Sanja Punjab Sweet House,12830 96 Ave,Surrey,Restaurant,49.17696762,-122.86709595
574,SHEN-AP5Q5S,World Famous Chicken World,12842 96 Ave,Surrey,Restaurant,49.17696381,-122.86654663
575,SHEN-BGYRBJ,Panago #65,12840 16 Ave,Surrey,Restaurant,49.03113937,-122.86620331
576,GEDS-7NQMLP,Afghan Chopan,12888 80 Ave,Surrey,Restaurant,49.147994999999995,-122.86605072
577,ACAK-8YCPMD,Akash Chaat House & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842987,-122.86514282
578,HCAR-ASQMHF,Desi Bites Restaurants,12877 80 Ave,Surrey,Restaurant,49.14842987,-122.86514282
579,SHEN-B9XU28,Royal Paan,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
580,GEDS-7R4QDM,The Royal King Palace & Convention Centre,8158 128 St,Surrey,Restaurant,49.15125275,-122.86511993
581,GEDS-7A3RL8,Kimbelee Place,12935 96 Ave,Surrey,Restaurant,49.17733765,-122.86410522
582,SYOG-5M598H,Irmandade Portuguesa Do Santo Cultural Society,12918 112 Ave,Surrey,Restaurant,49.20610809,-122.86432648
583,PNEL-8R2TQT,Imitating Christ Training Centre,12969 Crescent Rd,Surrey,Restaurant,49.05502701,-122.86314392
584,GEDS-7UDPRX,Sources Life Skills Resource Centre,12996 60 Ave,Surrey,Restaurant,49.11169815,-122.86225128
585,GEDS-7UULCR,Jon's Newtrition Kitchen,8145 130 St,Surrey,Restaurant,49.15057755,-122.86253357
586,ACAK-985U78,Subway #57253,13245 72 Ave,Surrey,Restaurant,49.13385391,-122.85542297
587,HCAR-BGKPDU,Main Choice Chinese Restaurant,13393 72 Ave,Surrey,Restaurant,49.13381195,-122.85180664
588,NDAA-9FLQ9K,Sushi Plus,10777 University Dr,Surrey,Restaurant,49.19836044,-122.85109711
589,SDFO-8MLMNB,Cafe Central,10350 University Dr,Surrey,Restaurant,49.1906662,-122.84945679
590,SDFO-8P2P32,Sunrise Cafe,13458 107A Ave,Surrey,Restaurant,49.19718552,-122.84978485
591,SHEN-B32QUF,Curry Bistro,13448 108 Ave,Surrey,Restaurant,49.19874954,-122.8493576
592,JDSO-AEFNMX,Spice of Nepal,13486 72 Ave,Surrey,Restaurant,49.13339233,-122.84879303
593,HCAR-AWDUMS,Civic Hotel - Catering Kitchen 2nd Floor,13483 103rd Ave,Surrey,Restaurant,49.19029236,-122.84810638
594,NDAA-BC2QPR,Donair Hub,10277 City Parkway,Surrey,Restaurant,49.18955231,-122.84788513
595,HCAR-BJDMAG,Gong Cha Bubble Tea Shop,10294 City Pky,Surrey,Restaurant,49.1897049,-122.84739685
596,SWOD-9Y2R2N,The Lookout Emergency Aid Society,10667 135A St,Surrey,Restaurant,49.19638062,-122.84705353
597,SYOG-5M553P,Queen Elizabeth Secondary School Cafeteria,9457 136th St,Surrey,Restaurant,49.17448202,-122.84658981
598,HCAR-ASV26J,Huyen Coffee Shop,13551 105A Ave,Surrey,Restaurant,49.1946106,-122.8466568
599,SWOD-A3NPVR,Alebi African Cuisine,10694 135A St,Surrey,Restaurant,49.19704056,-122.84670258
600,A017472    ,McDonald's #8606,6333 King George Blvd,Surrey,Restaurant,49.11831665,-122.84583282
601,RORS-5ZXQPD,Omega Pizza & Wings,7577 King George Blvd,Surrey,Restaurant,49.14042282,-122.84593964
602,HCAR-BFAMWG,Canadian Surrey Veggie Pizza & Curry House,8077 King George Blvd,Surrey,Restaurant,49.14945984,-122.84601593
603,NDAA-9B2SJL,Cultures,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
604,GEDS-7YSU36,Starbucks Coffee #4941,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
605,GEDS-6FYVJP,White Spot #658,13580 102 Ave,Surrey,Restaurant,49.18766785,-122.84597778
606,MARO-B3LPN4,Grandt Kitchen,10257 King George Blvd,Surrey,Restaurant,49.1892395,-122.84575653
607,A018869    ,Whalley Round-up Cafe,10449 King George Blvd,Surrey,Restaurant,49.19258881,-122.84564209
608,SHEN-AKAW3E,Spicy Bowl Restaurant Inc,10725 King George Blvd,Surrey,Restaurant,49.19747162,-122.8456955
609,HCAR-BE6QHR,Freshslice Pizza (King George Blvd),7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
610,HCAR-ATYPHV,Fraserview Meats,7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
611,A017293    ,A&W #0338,7330 King George Blvd,Surrey,Restaurant,49.13603973,-122.8452301
612,GEDS-66JRRA,Brewster's Pub,7380 King George Blvd,Surrey,Restaurant,49.13673782,-122.84520721
613,A016919    ,Burger King #08302,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
614,A020094    ,Boston Pizza #73,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
615,GEDS-6TKTH5,Izumo Sushi Japanese Restaurant,13631 100 Ave,Surrey,Restaurant,49.1844368,-122.84428406
616,MARO-AZJM7Z,Burger King,10344 King George Blvd,Surrey,Restaurant,49.19041443,-122.84506989
617,GEDS-672V2W,Subway #27914,10392 King George Blvd,Surrey,Restaurant,49.19137573,-122.8451004
618,A016526    ,Church's Chicken #1715,10542 King George Blvd,Surrey,Restaurant,49.19418335,-122.84498596
619,SHEN-AZUMHY,Papa John's (Surrey),10558 King George Blvd,Surrey,Restaurant,49.19478989,-122.84494019
620,GLAE-9WERHV,Doni Korean Restaurant,10592 King George Blvd,Surrey,Restaurant,49.19548798,-122.8441925
621,HCAR-BANU4F,Adana Grill,13647 72 Ave,Surrey,Restaurant,49.13373566,-122.84420013
622,SDFO-8EHMF4,Nahm Thai Bistro,13650 102 Ave,Surrey,Restaurant,49.1876564,-122.84368134
623,GEDS-6HPQAD,Bozzini's Restaurant (Surrey),13655 104 Ave,Surrey,Restaurant,49.19173431,-122.84373474
624,SWOD-A8QVAV,Quesada - Burritos & Tacos,13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
625,NDAA-9NUQZV,Starbucks Coffee #22435,13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
626,SWOD-A8TQQ4,Bon Ga Korean Restaurant,10356 Whalley Blvd,Surrey,Restaurant,49.1908226,-122.84171295
627,SHEN-9PAVDQ,Manis Restaurant,10768 Whalley Blvd,Surrey,Restaurant,49.19795227,-122.84208679
628,NDAA-98TQ7G,Arbourside Court,13751 74 Ave,Surrey,Restaurant,49.13739777,-122.84046173
629,GEDS-6U4THW,Pizza Hut #31104,13786 104 Ave,Surrey,Restaurant,49.19140625,-122.84037018
630,SDFO-8LHV7L,Timbergrove Kitchen,13922 101 Ave,Surrey,Restaurant,49.18577957,-122.83625793
631,GEDS-85ZT62,Gurdwara Sahib Brookside Temple,8365 140 St,Surrey,Restaurant,49.15472794,-122.83496857
632,A017226    ,Aling Mary's Filipino Restaurant,13979 104 Ave,Surrey,Restaurant,49.19166183,-122.83464813
633,HCAR-BGUV5C,Blenz Coffee Kiosk (140th St),9750 140 St,Surrey,Restaurant,49.17972565,-122.83382416
634,SHEN-AP5M2Q,Porto Fino Express,14016 32 Ave,Surrey,Restaurant,49.06010437,-122.83346558
635,GEDS-69G2FV,Occasions at the Pond,14245 56 Ave,Surrey,Restaurant,49.10531998,-122.82796478
636,HCAR-BETR5V,Dhesi Meats,14330 64 Ave,Surrey,Restaurant,49.1185112,-122.8252182
637,NDAA-9MCRET,Subway #55162,14313 Crescent Rd,Surrey,Restaurant,49.06762695,-122.82500458
638,HCAR-BLRPH3,Tasty BBQ,14351 104th Ave,Surrey,Restaurant,49.19172668,-122.8241806
639,MARO-B3LRLU,Argyll Lodge,14590 106A Ave,Surrey,Restaurant,49.19588089,-122.81782532
640,A018373    ,Bonnycastle Montessori Day Care Food Service,14630 107A Ave,Surrey,Restaurant,49.19768524,-122.81700134
641,GEDS-7AGRER,Polonia Bakery & Deli (Surrey),14641 108 Ave,Surrey,Restaurant,49.19890594,-122.81658173
642,SWOD-AENN54,Sarpanch Sweets And Restaurant,14645 108 Ave,Surrey,Restaurant,49.19888306,-122.81641388
643,HCAR-BKDNLJ,Greek Island Pizza,14657 108th Ave,Surrey,Restaurant,49.19891357,-122.81608582
644,SHEN-ALXSDR,The Guildford Shelter,14716 104 Ave,Surrey,Restaurant,49.19127274,-122.81420135
645,JDSO-AE8L4A,Subway #37799,3278 King George Blvd,Surrey,Restaurant,49.06115723,-122.81214905
646,SWOD-9Y7LFB,Mac's Convenience Store #11096,14820 108 Ave,Surrey,Restaurant,49.19856644,-122.81190491
647,NDAA-8YKME8,Sushi Zen,14839 108 Ave,Surrey,Restaurant,49.19942856,-122.81071471999999
648,SWOD-A54NS4,Scott's Landing,14877 108 Ave,Surrey,Restaurant,49.19944763,-122.8092804
649,HCAR-B84R8K,Pizza Hut #31156,15133 56 Ave,Surrey,Restaurant,49.1051712,-122.80578613
650,GEDS-84RPVZ,Surrey Damiko Sushi,2950 King George Blvd,Surrey,Restaurant,49.05568314,-122.80555725
651,SHEN-AKQP9B,Yogen Fruz (Guildford),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
652,SDFO-8KMTQB,Kwantlen Pizza Sweets & Snacks,15122 72 Ave,Surrey,Restaurant,49.1335144,-122.8026123
653,HCAR-BFJL65,Sanhao BBQ Delight,15138 100 Ave,Surrey,Restaurant,49.18397903,-122.80252838
654,GEDS-69F2AU,Hanako Japanese Restaurant,15135 101 Ave,Surrey,Restaurant,49.18629837,-122.80270386
655,SHEN-AJDMQL,The Chopped Leaf,15161 Hwy 10,Surrey,Restaurant,49.10471729,-122.80253006
656,HCAR-BPYT9Z,Bikaner Indian Cuisine & Sweets,15161 Hwy 10,Surrey,Restaurant,49.10471729,-122.80253006
657,HCAR-B2MR8U,Imperial Garden Chinese Cuisine,1625 152 St,Surrey,Restaurant,49.03239822,-122.80168915
658,HCAR-BEZRQR,Pick & Chews,1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
659,HCAR-BJZMT2,Mastro Pizza,1959 152 St,Surrey,Restaurant,49.03727341,-122.8014679
660,PGOO-662TRV,Kiki's Restaurant,1959 152 St,Surrey,Restaurant,49.03727341,-122.8014679
661,A020308    ,Eagle Quest Golf Centers Creekside Grill,7778 152 St,Surrey,Restaurant,49.14390564,-122.80072021
662,HCAR-BD5TQ5,Greek Islands Restaurant,9547 152 St,Surrey,Restaurant,49.17590332,-122.80128479
663,A019458    ,Canadian 2 For 1 Pizza (152nd St),10070 152 St,Surrey,Restaurant,49.18541336,-122.80059814
664,GEDS-69FS3G,Bubble World (Surrey),10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
665,NDAA-AN9PBZ,Wendy's #9,10125 152 St,Surrey,Restaurant,49.18645859,-122.80117035
666,GEDS-6ACQMD,Earl's Guildford,10160 152 St,Surrey,Restaurant,49.18699646,-122.80051422
667,SHEN-B7BNSR,Lee Yuen Seafood Restaurant,1812 152 St,Surrey,Restaurant,49.03508377,-122.80086517
668,SYOG-5M5482,Royal Canadian Legion Branch #8 - Lounge,2290 152 St,Surrey,Restaurant,49.04346848,-122.8009491
669,SHEN-AZEVE8,Joyful Indulgence Cafe,15222 32 Ave,Surrey,Restaurant,49.06141663,-122.80017853
670,HCAR-BEVQV8,Mary Brown's #4020,5680 152 St,Surrey,Restaurant,49.10559845,-122.80055999999999
671,KSMH-AQCTH5,Tae Yang Gak Restaurant,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
672,SDFO-8BD247,Be'Wiched,15230 No 10 Hwy,Surrey,Restaurant,49.10418577,-122.7997067
673,SHEN-9UJU2N,Save On Foods #918 - Kitchen,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
674,NDAA-9B3QS3,Kwan Kee Noodle House,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
675,SHEN-AU2T45,Isshin Sushi,15335 No 10 Hwy,Surrey,Restaurant,49.1046896,-122.79808571
676,SWOD-AFTSDT,Quizno's Classic Subs #7266,15335 56 Ave,Surrey,Restaurant,49.10469055,-122.79808807
677,NDAA-9A7QNA,Spice Kings,15325 56 Ave,Surrey,Restaurant,49.10524368,-122.7984314
678,SHEN-A72QX9,Archies BBQ,10180 153rd St,Surrey,Restaurant,49.18759537,-122.79788208
679,SPLH-ASUT3X,Yamako Japanese Restaurant,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
680,HCAR-BEET35,Xiyu Restaurant,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
681,ACAK-9CAMF5,Safeway #4914 - Starbucks Coffee,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
682,SYOG-5M57NR,Johnston Heights Secondary School Cafeteria,15350 99 Ave,Surrey,Restaurant,49.18238831,-122.79671478
683,GEDS-78Z28W,Toyota Cafe,15389 Guildford Dr,Surrey,Restaurant,49.19677353,-122.79506683
684,A018984    ,Tim Hortons #311,15551 Fraser Hwy,Surrey,Restaurant,49.16241837,-122.79125977
685,GEDS-69UQBR,Fleetwood Triple O,15588 Fraser Hwy,Surrey,Restaurant,49.16171265,-122.79063416
686,GEDS-82CUW2,Thrifty Foods #9472 - Meat & Seafood Section,15745 Croydon Dr,Surrey,Restaurant,49.04809189,-122.78588104
687,NDAA-9CCPX5,Sammy J's Grill & Bar,15770 Croydon Dr,Surrey,Restaurant,49.04654694,-122.78452301
688,SPLH-9KHTLN,My Shanti,15869 Croydon Dr,Surrey,Restaurant,49.04600906,-122.7824707
689,SDFO-8HKPEW,Subway #50417,15905 Fraser Hwy,Surrey,Restaurant,49.15907288,-122.78175354
690,HCAR-BFHPG5,Manohar Vegetarian Bakery - Fleetwood,15905 Fraser Hwy,Surrey,Restaurant,49.15907288,-122.78175354
691,GEDS-7UWV6W,The Residence at Morgan Heights - Main Kitchen,15955 27 Ave,Surrey,Restaurant,49.05117798,-122.77987671
692,SPLH-98CNQM,Chui Hong Korean Chinese Restaurant,15976 108 Ave,Surrey,Restaurant,49.19859314,-122.77942657
693,GEDS-7E5SWY,Subway #28648,15976 108 Ave,Surrey,Restaurant,49.19859314,-122.77942657
694,SDFO-8DFUST,Launching Pad,984 160 St,Surrey,Restaurant,49.01996994,-122.7789917
695,SWOD-AHBR8X,Papa John's Pizza (South Surrey),2245 160 St,Surrey,Restaurant,49.04289246,-122.77955627
696,SDFO-87TMCK,Five Guys Burgers & Fries,2245 160 St,Surrey,Restaurant,49.04289246,-122.77955627
697,NDAA-95LSNV,Edith and Arthur Public House,8410 160 St,Surrey,Restaurant,49.15567017,-122.77858734
698,HCAR-BFAP7J,Mac's Convenience Store #11187,16013 Fraser Hwy,Surrey,Restaurant,49.15736771,-122.77831268
699,SPLH-9P8Q6K,Yoko Sushi & Noodle House,16013 Fraser Hwy,Surrey,Restaurant,49.15736771,-122.77831268
700,HCAR-AWNVE9,Starbucks Coffee #52925,16010 24 Ave,Surrey,Restaurant,49.04523087,-122.77856445
701,LCAL-64WQUJ,Fleetwood Place Food Service,16011 83rd Ave,Surrey,Restaurant,49.15378571,-122.77799225
702,HCAR-AW6UVW,Doma Sushi Restaurant,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
703,MARO-AZ7VFD,Barcelo's Flame Grilled Chicken (24th Ave),16070 24 Ave,Surrey,Restaurant,49.04520035,-122.77735138
704,A019745    ,Fraser Heights Secondary School Cafeteria,16060 108 Ave,Surrey,Restaurant,49.19859695,-122.77693176
705,HCAR-AVHUXX,A&W Restaurant #0789,2332 160 St,Surrey,Restaurant,49.04383087,-122.77640533
706,GEDS-7M6PXX,Tim Hortons #3304,16141 24 Ave,Surrey,Restaurant,49.0458107,-122.77575684
707,SPLH-AEPLC8,Kin Thai Kitchen & Bar,2443 161A St,Surrey,Restaurant,49.04699326,-122.77529907
708,GEDS-775L8C,Holy Cross Regional Secondary School,16193 88 Ave,Surrey,Restaurant,49.16295242,-122.77380371
709,ACAK-8WDT8J,Chef's Kebab Restaurant,16225 Fraser Hwy,Surrey,Restaurant,49.15490341,-122.77200317
710,NDAA-BC5MC3,Booster Juice #565,16555 Fraser Hwy,Surrey,Restaurant,49.15194321,-122.76410675
711,GEDS-7ANM86,Clover Ridge Pizza,5989 168 St,Surrey,Restaurant,49.11117172,-122.75683594
712,NDAA-9YLSGB,Cloverdale Minor Softball Association Concession #2,6330 168 St,Surrey,Restaurant,49.11721802,-122.75643158
713,SPLH-9P2SK9,Golden Sweets & Restaurant,6377 168 St,Surrey,Restaurant,49.11811066,-122.75689697
714,A019337    ,Meridian Par 3,1054 168 St,Surrey,Restaurant,49.0211792,-122.75635529
715,ACAK-8XLNGA,Vera's Burger Shack (Brickyard),17449 56 Ave,Surrey,Restaurant,49.10437012,-122.73987579
716,HCAR-BM4QZK,Ruby Siam Thai Kitchen,5723 176th St,Surrey,Restaurant,49.10638809,-122.73519135
717,JDSO-ACNPRH,MasQueSolo Sushi and Kitchen,5827 176 St,Surrey,Restaurant,49.10833359,-122.73518372
718,SWOD-9UHPGQ,Republica Coffee Roasters,5674 176 St,Surrey,Restaurant,49.10548019,-122.73477173
719,NDAA-8ZRPYH,The Henry Public House - Bar,5708 176 St,Surrey,Restaurant,49.10625076,-122.73474884
720,GEDS-6KHW57,7-Eleven #26517,17638 60 Ave,Surrey,Restaurant,49.1113205,-122.73426819
721,HCAR-BD8TDN,Freshii (Cloverdale Mall Surrey),6476 176 St,Surrey,Restaurant,49.12001038,-122.73457336
722,NDAA-9LCTP9,Aaron's Steak & Pizza,17665 57 Ave,Surrey,Restaurant,49.1061058,-122.73323822
723,HCAR-B6H25D,Clover Lanes,5814 176A St,Surrey,Restaurant,49.10794067,-122.73347473
724,A018520    ,McDonald's #8616,17635 64 Ave,Surrey,Restaurant,49.11896896,-122.73375702
725,SHEN-9SSQ9R,Rangoli Catering & Sweets Ltd.,17665 66A Ave,Surrey,Restaurant,49.12352371,-122.7332077
726,HCAR-BM4QK9,Salty's Fish & Chips (56th Ave),17750 56th Ave,Surrey,Restaurant,49.10394287,-122.73042297
727,NDAA-A6USGM,Elements Casino - Molson Canadian Lounge,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
728,GEDS-68HREG,McDonald's (Cloverdale),17960 56 Ave,Surrey,Restaurant,49.10399246,-122.72524261
729,A018350    ,Starbucks Coffee #139,17967 56 Ave,Surrey,Restaurant,49.10433578,-122.72502899
730,ACAK-99FQMH,Clover Heights Retirement Home,6209 184 St,Surrey,Restaurant,49.11513901,-122.71285248
731,HCAR-BCKQX9,Vera's Burger Shack (Fraser Hwy),18660 Fraser Hwy,Surrey,Restaurant,49.12517166,-122.70550537
732,HCAR-BKDQCL,Yotii Frozen Yogurt & Bubble Tea,18696 Fraser Hwy,Surrey,Restaurant,49.12429047,-122.70365906
733,HCAR-BCLQF8,Sockeye Sushi,18818 68 Ave,Surrey,Restaurant,49.12601089,-122.70109558
734,MARO-B8MT96,O My Tea Cafe,6820 188 St,Surrey,Restaurant,49.12660599,-122.70143127
